chembl_id	accession	pref_name	organism
CHEMBL2111391	P21803	Fibroblast growth factor receptor	Mus musculus
CHEMBL1846	P21817	Ryanodine receptor 1	Homo sapiens
CHEMBL3198	P21836	Acetylcholinesterase	Mus musculus
CHEMBL5838	P21860	Receptor tyrosine-protein kinase erbB-3	Homo sapiens
CHEMBL2363049	P21860	Epidermal growth factor receptor	Homo sapiens
CHEMBL219	P21917	Dopamine D4 receptor	Homo sapiens
CHEMBL2097165	P21917	Dopamine receptors; D3 & D4	Homo sapiens
CHEMBL2095396	P21917	Dopamine receptors; D2 & D4	Homo sapiens
CHEMBL2096905	P21917	Dopamine receptor	Homo sapiens
CHEMBL2331075	P21917	D2-like dopamine receptor	Homo sapiens
CHEMBL1850	P21918	Dopamine D5 receptor	Homo sapiens
CHEMBL2096905	P21918	Dopamine receptor	Homo sapiens
CHEMBL2095179	P21932	Adenylate cyclase	Rattus norvegicus
CHEMBL2023	P21964	Catechol O-methyltransferase	Homo sapiens
CHEMBL2730	P21980	Protein-glutamine gamma-glutamyltransferase	Homo sapiens
CHEMBL2079853	P21981	Protein-glutamine gamma-glutamyltransferase 2	Mus musculus
CHEMBL4633	P22001	Voltage-gated potassium channel subunit Kv1.3	Homo sapiens
CHEMBL2362996	P22001	Voltage-gated potassium channel	Homo sapiens
CHEMBL3762	P22002	Voltage-gated L-type calcium channel alpha-1C subunit	Rattus norvegicus
CHEMBL2095177	P22002	Voltage-gated L-type calcium channel	Rattus norvegicus
CHEMBL3286078	P22004	Bone morphogenetic protein 6	Homo sapiens
CHEMBL2111393	P22007	Farnesyltransferase	Saccharomyces cerevisiae S288c
CHEMBL4240	P22061	Protein-beta-aspartate methyltransferase	Homo sapiens
CHEMBL5898	P22079	Lactoperoxidase	Homo sapiens
CHEMBL4996	P22083	Fucosyltransferase 4	Homo sapiens
CHEMBL314	P22086	Alpha-2c adrenergic receptor	Rattus norvegicus
CHEMBL2093864	P22086	Adrenergic receptor alpha-2	Rattus norvegicus
CHEMBL2094111	P22086	Adrenergic receptor alpha	Rattus norvegicus
CHEMBL3972	P22102	GAR transformylase	Homo sapiens
CHEMBL2311244	P22118	DNA gyrase	Neisseria gonorrhoeae
CHEMBL4206	P22141	Proteasome Macropain subunit	Saccharomyces cerevisiae S288c
CHEMBL3309032	P22188	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	Escherichia coli (strain K12)
CHEMBL3507	P22199	Mineralocorticoid receptor	Rattus norvegicus
CHEMBL5922	P22234	Multifunctional protein ADE2	Homo sapiens
CHEMBL4289	P22273	Interleukin-6 receptor alpha chain	Rattus norvegicus
CHEMBL5923	P22281	Aldehyde dehydrogenase 1, mitochondrial	Saccharomyces cerevisiae
CHEMBL2094107	P22300	GABA-A receptor; anion channel	Bos taurus
CHEMBL220	P22303	Acetylcholinesterase	Homo sapiens
CHEMBL2095233	P22303	Cholinesterases; ACHE & BCHE	Homo sapiens
CHEMBL5950	P22307	Non-specific lipid-transfer protein	Homo sapiens
CHEMBL1287617	P22309	UDP-glucuronosyltransferase 1-1	Homo sapiens
CHEMBL3619	P22310	UDP-glucuronosyltransferase 1A4	Homo sapiens
CHEMBL5924	P22314	Ubiquitin-like modifier-activating enzyme 1	Homo sapiens
CHEMBL2160	P22392	Nucleoside diphosphate kinase 2	Homo sapiens
CHEMBL3813	P22411	Dipeptidyl peptidase IV	Sus scrofa
CHEMBL2626	P22412	Renal dipeptidase	Sus scrofa
CHEMBL5925	P22413	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	Homo sapiens
CHEMBL2649	P22437	Cyclooxygenase-1	Mus musculus
CHEMBL2111349	P22437	Prostaglandin G/H synthase (cyclooxygenase)	Mus musculus
CHEMBL3859	P22443	Cytochrome P450 19A1	Rattus norvegicus
CHEMBL3973	P22455	Fibroblast growth factor receptor 4	Homo sapiens
CHEMBL2095217	P22455	Fibroblast growth factor receptor	Homo sapiens
CHEMBL4205	P22459	Voltage-gated potassium channel subunit Kv1.4	Homo sapiens
CHEMBL2362996	P22459	Voltage-gated potassium channel	Homo sapiens
CHEMBL4306	P22460	Voltage-gated potassium channel subunit Kv1.5	Homo sapiens
CHEMBL2362996	P22460	Voltage-gated potassium channel	Homo sapiens
CHEMBL5926	P22513	Glyceraldehyde-3-phosphate dehydrogenase, glycosomal	Trypanosoma cruzi
CHEMBL1075280	P22518	Dual specificity protein kinase CLK1	Mus musculus
CHEMBL2096979	P22571	Phosphodiesterase 6	Bos taurus
CHEMBL3266	P22605	Retinoic acid receptor beta	Mus musculus
CHEMBL2742	P22607	Fibroblast growth factor receptor 3	Homo sapiens
CHEMBL2095217	P22607	Fibroblast growth factor receptor	Homo sapiens
CHEMBL2743	P22612	cAMP-dependent protein kinase, gamma catalytic subunit	Homo sapiens
CHEMBL2094138	P22612	cAMP-dependent protein kinase (PKA)	Homo sapiens
CHEMBL3137265	P22626	HSP90 and hnRNPA2/B1	Homo sapiens
CHEMBL1075026	P22629	Streptavidin	Streptomyces avidinii
CHEMBL1163116	P22687	Cholesteryl ester transfer protein	Oryctolagus cuniculus
CHEMBL2310	P22692	Insulin-like growth factor binding protein 4	Homo sapiens
CHEMBL2918	P22694	cAMP-dependent protein kinase beta-1 catalytic subunit	Homo sapiens
CHEMBL2094138	P22694	cAMP-dependent protein kinase (PKA)	Homo sapiens
CHEMBL2094133	P22723	GABA-A receptor; anion channel	Mus musculus
CHEMBL5875	P22732	Solute carrier family 2, facilitated glucose transporter member 5	Homo sapiens
CHEMBL2372	P22734	Catechol O-methyltransferase	Rattus norvegicus
CHEMBL2810	P22735	Protein-glutamine gamma-glutamyltransferase K	Homo sapiens
CHEMBL1293229	P22736	Nuclear receptor subfamily 4 group A member 1	Homo sapiens
CHEMBL3729	P22748	Carbonic anhydrase IV	Homo sapiens
CHEMBL2095180	P22748	Carbonic anhydrase	Homo sapiens
CHEMBL2919	P22756	Glutamate receptor ionotropic kainate 1	Rattus norvegicus
CHEMBL2094119	P22756	Glutamate receptor ionotropic, kainate	Rattus norvegicus
CHEMBL3509584	P22760	Arylacetamide deacetylase	Homo sapiens
CHEMBL2328	P22771	Glycine receptor subunit alpha-2	Rattus norvegicus
CHEMBL3392921	P22771	Glycine receptor	Rattus norvegicus
CHEMBL1854	P22888	Luteinizing hormone/Choriogonadotropin receptor	Homo sapiens
CHEMBL4588	P22894	Matrix metalloproteinase 8	Homo sapiens
CHEMBL2095216	P22894	Collagenase	Homo sapiens
CHEMBL2176854	P22897	Macrophage mannose receptor 1	Homo sapiens
CHEMBL2329	P22906	Dihydrofolate reductase	Candida albicans
CHEMBL327	P22909	Alpha-2a adrenergic receptor	Rattus norvegicus
CHEMBL2093864	P22909	Adrenergic receptor alpha-2	Rattus norvegicus
CHEMBL2094111	P22909	Adrenergic receptor alpha	Rattus norvegicus
CHEMBL2094133	P22933	GABA-A receptor; anion channel	Mus musculus
CHEMBL4172	P22935	Cellular retinoic acid-binding protein II	Mus musculus
CHEMBL1075078	P22939	Geranyltranstransferase	Escherichia coli K-12
CHEMBL1075246	P22985	Xanthine dehydrogenase/oxidase	Rattus norvegicus
CHEMBL4944	P23097	Matrix metalloproteinase 13	Rattus norvegicus
CHEMBL2869	P23109	AMP deaminase 1	Homo sapiens
CHEMBL2265	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens
CHEMBL2128	P23204	Peroxisome proliferator-activated receptor alpha	Mus musculus
CHEMBL221	P23219	Cyclooxygenase-1	Homo sapiens
CHEMBL2094253	P23219	Cyclooxygenase	Homo sapiens
CHEMBL3716	P23229	Integrin alpha-6	Homo sapiens
CHEMBL3025	P23280	Carbonic anhydrase VI	Homo sapiens
CHEMBL2095180	P23280	Carbonic anhydrase	Homo sapiens
CHEMBL2075	P23284	Cyclophilin B	Homo sapiens
CHEMBL3497	P23291	Casein kinase I homolog 1	Saccharomyces cerevisiae S288c
CHEMBL4992	P23298	Protein kinase C eta	Mus musculus
CHEMBL3480	P23316	Chitin synthase 1	Candida albicans
CHEMBL2366568	P23316	Chitin synthase	Candida albicans
CHEMBL2479	P23336	N-acetyllactosaminide alpha-1,3-galactosyltransferase	Mus musculus
CHEMBL4477	P23385	Metabotropic glutamate receptor 1	Rattus norvegicus
CHEMBL2111335	P23385	Metabotropic glutamate receptor	Rattus norvegicus
CHEMBL1641341	P23395	Methionyl-tRNA synthetase	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)
CHEMBL5845	P23415	Glycine receptor subunit alpha-1	Homo sapiens
CHEMBL2363052	P23415	Glycine receptor (alpha-1/beta)	Homo sapiens
CHEMBL5871	P23416	Glycine receptor subunit alpha-2	Homo sapiens
CHEMBL2096979	P23439	Phosphodiesterase 6	Bos taurus
CHEMBL4501	P23443	Ribosomal protein S6 kinase 1	Homo sapiens
CHEMBL2111330	P23443	Ribosomal protein S6 kinase (P70S6K)	Homo sapiens
CHEMBL1075221	P23457	3-alpha-hydroxysteroid dehydrogenase	Rattus norvegicus
CHEMBL2835	P23458	Tyrosine-protein kinase JAK1	Homo sapiens
CHEMBL2363062	P23458	Janus Kinase (JAK)	Homo sapiens
CHEMBL3038491	P23458	JAK3/JAK1	Homo sapiens
CHEMBL3038492	P23458	JAK2/JAK1	Homo sapiens
CHEMBL3301390	P23458	JAK1/JAK2/TYK2	Homo sapiens
CHEMBL3301391	P23458	JAK1/TYK2	Homo sapiens
CHEMBL2706	P23467	Receptor-type tyrosine-protein phosphatase beta	Homo sapiens
CHEMBL4850	P23469	Receptor-type tyrosine-protein phosphatase epsilon	Homo sapiens
CHEMBL4905	P23470	Receptor-type tyrosine-protein phosphatase gamma	Homo sapiens
CHEMBL2215	P23492	Purine nucleoside phosphorylase	Mus musculus
CHEMBL2664	P23526	Adenosylhomocysteinase	Homo sapiens
CHEMBL1075129	P23528	Cofilin-1	Homo sapiens
CHEMBL5927	P23570	Interferon regulatory factor 1	Rattus norvegicus
CHEMBL1907607	P23574	GABA-A receptor; anion channel	Rattus norvegicus
CHEMBL296	P23574	GABA receptor gamma-1 subunit	Rattus norvegicus
CHEMBL2096683	P23574	Benzodiazepine receptors; peripheral & central	Rattus norvegicus
CHEMBL1907607	P23576	GABA-A receptor; anion channel	Rattus norvegicus
CHEMBL341	P23576	GABA receptor alpha-2 subunit	Rattus norvegicus
CHEMBL2096683	P23576	Benzodiazepine receptors; peripheral & central	Rattus norvegicus
CHEMBL2111327	P23576	GABA A receptor alpha-2/beta-2/gamma-2	Rattus norvegicus
CHEMBL2461	P23687	Prolyl endopeptidase	Sus scrofa
CHEMBL3348	P23711	Heme oxygenase 2	Rattus norvegicus
CHEMBL4904	P23724	Proteasome component C5	Saccharomyces cerevisiae S288c
CHEMBL3114	P23739	Sucrase-isomaltase	Rattus norvegicus
CHEMBL1667667	P23780	Beta-galactosidase	Mus musculus
CHEMBL3238	P23786	Carnitine palmitoyltransferase 2	Homo sapiens
CHEMBL2096985	P23791	Sodium/hydrogen exchanger	Oryctolagus cuniculus
CHEMBL4768	P23795	Acetylcholinesterase	Bos taurus
CHEMBL3600279	P23804	E3 ubiquitin-protein ligase Mdm2	Mus musculus
CHEMBL3502	P23818	Glutamate receptor ionotropic, AMPA 1	Mus musculus
CHEMBL2096617	P23818	Glutamate receptor ionotropic, AMPA	Mus musculus
CHEMBL2096617	P23819	Glutamate receptor ionotropic, AMPA	Mus musculus
CHEMBL2406893	P23907	Major prion protein	Ovis aries
CHEMBL4388	P23919	Thymidylate kinase	Homo sapiens
CHEMBL1641342	P23920	Methionyl-tRNA synthetase	Geobacillus stearothermophilus
CHEMBL1830	P23921	Ribonucleoside-diphosphate reductase M1 chain	Homo sapiens
CHEMBL2095215	P23921	Ribonucleoside-diphosphate reductase RR1	Homo sapiens
CHEMBL3301398	P23921	Ribonucleotide reductase	Homo sapiens
CHEMBL5928	P23940	Type-2 restriction enzyme BamHI	Bacillus amyloliquefaciens
CHEMBL1907610	P23944	Adrenergic receptor alpha-1	Rattus norvegicus
CHEMBL326	P23944	Alpha-1d adrenergic receptor	Rattus norvegicus
CHEMBL2097171	P23944	Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1	Rattus norvegicus
CHEMBL2094111	P23944	Adrenergic receptor alpha	Rattus norvegicus
CHEMBL2111447	P23944	Alpha adrenergic receptor 1A and 1D	Rattus norvegicus
CHEMBL2024	P23945	Follicle stimulating hormone receptor	Homo sapiens
CHEMBL4068	P23946	Chymase	Homo sapiens
CHEMBL222	P23975	Norepinephrine transporter	Homo sapiens
CHEMBL2096990	P23975	Monoamine transporters; Norepinephrine & dopamine	Homo sapiens
CHEMBL2111346	P23975	Serotonin and norepinephrine transporters (SERT/NET)	Homo sapiens
CHEMBL2363064	P23975	Monoamine transporter	Homo sapiens
CHEMBL338	P23977	Dopamine transporter	Rattus norvegicus
CHEMBL2094252	P23977	Monoamine transporters; serotonin & dopamine	Rattus norvegicus
CHEMBL2095175	P23977	Monoamine transporters; Norepininephrine & dopamine	Rattus norvegicus
CHEMBL4054	P23978	GABA transporter 1	Rattus norvegicus
CHEMBL2111478	P23978	GABA transporter	Rattus norvegicus
CHEMBL4972	P23979	Serotonin 3a (5-HT3a) receptor	Mus musculus
CHEMBL2111333	P23979	Serotonin 3 receptor (5HT3)	Mus musculus
CHEMBL3422	P24008	Steroid 5-alpha-reductase 1	Rattus norvegicus
CHEMBL2096664	P24008	Steroid 5-alpha-reductase	Rattus norvegicus
CHEMBL2364187	P24043	Laminin	Homo sapiens
CHEMBL3561	P24046	GABA receptor rho-1 subunit	Homo sapiens
CHEMBL2109242	P24046	GABA-C receptor	Homo sapiens
CHEMBL4440	P24053	Neuromedin B receptor	Rattus norvegicus
CHEMBL1075098	P24062	Insulin-like growth factor 1 receptor	Rattus norvegicus
CHEMBL1075188	P24063	Integrin alpha-L	Mus musculus
CHEMBL3120043	P24095	Seed linoleate 9S-lipoxygenase	Glycine max
CHEMBL5230	P24135	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-2	Rattus norvegicus
CHEMBL3900	P24158	Leukocyte proteinase 3	Homo sapiens
CHEMBL3259514	P24171	Peptidyl-dipeptidase dcp	Escherichia coli (strain K12)
CHEMBL4350	P24226	Histidinol dehydrogenase	Brassica oleracea var. capitata
CHEMBL2354204	P24228	Bacterial penicillin-binding protein	Bacteria
CHEMBL5929	P24298	Alanine aminotransferase 1	Homo sapiens
CHEMBL2867	P24347	Matrix metalloproteinase 11	Homo sapiens
CHEMBL3610	P24385	G1/S-specific cyclin D1	Homo sapiens
CHEMBL1907601	P24385	Cyclin-dependent kinase 4/cyclin D1	Homo sapiens
CHEMBL2095942	P24385	Cyclin-dependent kinase 4/cyclin D	Homo sapiens
CHEMBL2111455	P24385	CDK6/cyclin D1	Homo sapiens
CHEMBL5930	P24387	Corticotropin-releasing factor-binding protein	Homo sapiens
CHEMBL3580490	P24394	Interleukin-4 receptor subunit alpha	Homo sapiens
CHEMBL4010	P24433	Human herpesvirus 6 protease	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human Blymphotropic virus)
CHEMBL1907981	P24460	Cytochrome P450 2B11	Canis familiaris
CHEMBL2364675	P24462	Cytochrome P450 3A	Homo sapiens
CHEMBL3341582	P24462	Cytochrome P450 3A7	Homo sapiens
CHEMBL1907982	P24463	Cytochrome P450 3A12	Canis familiaris
CHEMBL1961790	P24468	COUP transcription factor 2	Homo sapiens
CHEMBL2772	P24470	Cytochrome P450 2C23	Rattus norvegicus
CHEMBL3392921	P24524	Glycine receptor	Rattus norvegicus
CHEMBL3738	P24527	Leukotriene A4 hydrolase	Mus musculus
CHEMBL1785	P24530	Endothelin receptor ET-B	Homo sapiens
CHEMBL2096678	P24530	Endothelin receptor, ET-A/ET-B	Homo sapiens
CHEMBL3169	P24547	Inosine-5'-monophosphate dehydrogenase 2	Mus musculus
CHEMBL1835	P24557	Thromboxane-A synthase	Homo sapiens
CHEMBL2139	P24592	Insulin-like growth factor binding protein 6	Homo sapiens
CHEMBL2665	P24593	Insulin-like growth factor binding protein 5	Homo sapiens
CHEMBL2796	P24627	Lactotransferrin	Bos taurus
CHEMBL4903	P24666	Low molecular weight phosphotyrosine protein phosphatase	Homo sapiens
CHEMBL3616	P24723	Protein kinase C eta	Homo sapiens
CHEMBL2093867	P24723	Protein kinase C (PKC)	Homo sapiens
CHEMBL2096620	P24723	Protein kinase C, PKC; classical/novel	Homo sapiens
CHEMBL5031	P24735	Beta-lactamase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
CHEMBL3638352	P24740	Gag-Pol polyprotein	Human immunodeficiency virus type 1 group M subtype A (isolate U455)(HIV-1)
CHEMBL2616	P24752	Acetyl-CoA acetyltransferase, mitochondrial	Homo sapiens
CHEMBL3151	P24822	Intestinal alkaline phosphatase	Mus musculus
CHEMBL3112374	P24823	Alkaline phosphatase, placental-like	Mus musculus
CHEMBL3351219	P24855	Deoxyribonuclease-1	Homo sapiens
CHEMBL3038474	P24863	CDK8/Cyclin C	Homo sapiens
CHEMBL1907605	P24864	Cyclin-dependent kinase 2/cyclin E1	Homo sapiens
CHEMBL3617	P24864	G1/S-specific cyclin E1	Homo sapiens
CHEMBL2094126	P24864	Cyclin-dependent kinase 2/cyclin E	Homo sapiens
CHEMBL2111444	P24864	CDK3/cyclin E	Homo sapiens
CHEMBL3038468	P24864	CDK1/Cyclin E	Homo sapiens
CHEMBL3038471	P24864	CDK3/Cyclin E	Homo sapiens
CHEMBL1641353	P24928	DNA-directed RNA polymerase II subunit RPB1	Homo sapiens
CHEMBL301	P24941	Cyclin-dependent kinase 2	Homo sapiens
CHEMBL1907605	P24941	Cyclin-dependent kinase 2/cyclin E1	Homo sapiens
CHEMBL2094126	P24941	Cyclin-dependent kinase 2/cyclin E	Homo sapiens
CHEMBL2094128	P24941	Cyclin-dependent kinase 2/cyclin A	Homo sapiens
CHEMBL2111326	P24941	Cyclin-dependent kinase 2 and 4 (CDK2 and CDK4)	Homo sapiens
CHEMBL3038469	P24941	CDK2/Cyclin A	Homo sapiens
CHEMBL3038470	P24941	CDK2/Cyclin A1	Homo sapiens
CHEMBL3038517	P24941	CDK2/CDK4	Homo sapiens
CHEMBL3559691	P24941	Cyclin-dependent kinase	Homo sapiens
CHEMBL4190	P24942	Excitatory amino acid transporter 1	Rattus norvegicus
CHEMBL2366425	P24964	Cytochrome b	Sus scrofa
CHEMBL1941	P25021	Histamine H2 receptor	Homo sapiens
CHEMBL2501	P25023	Bradykinin B2 receptor	Rattus norvegicus
CHEMBL4029	P25024	Interleukin-8 receptor A	Homo sapiens
CHEMBL2096909	P25024	Interleukin-8 receptors, CXCR1/CXCR2	Homo sapiens
CHEMBL2434	P25025	Interleukin-8 receptor B	Homo sapiens
CHEMBL2096909	P25025	Interleukin-8 receptors, CXCR1/CXCR2	Homo sapiens
CHEMBL4452	P25044	Protein-tyrosine phosphatase 1	Saccharomyces cerevisiae S288c
CHEMBL6037	P25051	Vancomycin/teicoplanin A-type resistance protein vanA	Enterococcus faecium
CHEMBL1075207	P25084	Transcriptional activator protein lasR	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
CHEMBL3414413	P25085	Interleukin-1 receptor antagonist protein	Mus musculus
CHEMBL4227	P25090	Lipoxin A4 receptor	Homo sapiens
CHEMBL3038479	P25090	fMet-Leu-Phe receptor 1/2	Homo sapiens
CHEMBL1795197	P25092	Heat-stable enterotoxin receptor	Homo sapiens
CHEMBL2007624	P25094	Peripheral myelin protein 22	Rattus norvegicus
CHEMBL329	P25095	Type-1A angiotensin II receptor	Rattus norvegicus
CHEMBL2094112	P25095	Angiotensin II receptor	Rattus norvegicus
CHEMBL2094250	P25095	Angiotensin II receptor (AT-1) type-1	Rattus norvegicus
CHEMBL4079	P25098	G-protein coupled receptor kinase 2	Homo sapiens
CHEMBL318	P25099	Adenosine A1 receptor	Rattus norvegicus
CHEMBL2095218	P25099	Adenosine receptors; A1 & A2a	Rattus norvegicus
CHEMBL2096681	P25099	Adenosine receptors; A1 & A3	Rattus norvegicus
CHEMBL2094131	P25099	Adenosine receptors; A1 & A2	Rattus norvegicus
CHEMBL2111386	P25099	Adenosine receptor	Rattus norvegicus
CHEMBL223	P25100	Alpha-1d adrenergic receptor	Homo sapiens
CHEMBL2094251	P25100	Adrenergic receptor alpha-1	Homo sapiens
CHEMBL2095203	P25100	Adrenergic receptor alpha	Homo sapiens
CHEMBL2111467	P25100	Alpha adrenergic receptor (1a and 1d)	Homo sapiens
CHEMBL2331074	P25100	Adrenergic receptor	Homo sapiens
CHEMBL252	P25101	Endothelin receptor ET-A	Homo sapiens
CHEMBL2096678	P25101	Endothelin receptor, ET-A/ET-B	Homo sapiens
CHEMBL4654	P25102	Histamine H2 receptor	Rattus norvegicus
CHEMBL249	P25103	Neurokinin 1 receptor	Homo sapiens
CHEMBL3374	P25104	Angiotensin II type 1a (AT-1a) receptor	Bos taurus
CHEMBL250	P25105	Platelet activating factor receptor	Homo sapiens
CHEMBL2010631	P25106	C-X-C chemokine receptor type 7	Homo sapiens
CHEMBL2281	P25115	Dopamine D5 receptor	Rattus norvegicus
CHEMBL2093868	P25115	Dopamine receptor	Rattus norvegicus
CHEMBL3974	P25116	Proteinase-activated receptor 1	Homo sapiens
CHEMBL2321617	P25122	Potassium voltage-gated channel subfamily C member 1	Rattus norvegicus
CHEMBL2366470	P25162	Acetylcholine receptor subunit beta-like 2	Drosophila melanogaster
CHEMBL3350223	P25162	Nicotinic acetylcholine receptor	Drosophila melanogaster
CHEMBL1741178	P25376	General amino acid permease AGP1	Saccharomyces cerevisiae S288c
CHEMBL2364187	P25391	Laminin	Homo sapiens
CHEMBL3260	P25409	Alanine aminotransferase	Rattus norvegicus
CHEMBL1293289	P25440	Bromodomain-containing protein 2	Homo sapiens
CHEMBL2285357	P25462	Glutamine synthetase, chloroplastic	Zea mays
CHEMBL2062351	P25705	ATP synthase subunit alpha, mitochondrial	Homo sapiens
CHEMBL614865	P25708	Mitochondrial complex I; NADH oxidoreductase	Bos taurus
CHEMBL2954	P25774	Cathepsin S	Homo sapiens
CHEMBL2111368	P25774	Cathepsin (S and K)	Homo sapiens
CHEMBL3563	P25779	Cruzipain	Trypanosoma cruzi
CHEMBL2364701	P25786	26S proteosome	Homo sapiens
CHEMBL2364701	P25787	26S proteosome	Homo sapiens
CHEMBL2364701	P25788	26S proteosome	Homo sapiens
CHEMBL2364701	P25789	26S proteosome	Homo sapiens
CHEMBL3217402	P25791	Rhombotin-2	Homo sapiens
CHEMBL1949489	P25799	Nuclear factor NF-kappa-B p105 subunit	Mus musculus
CHEMBL2366471	P25805	Trophozoite cysteine proteinase	Plasmodium falciparum
CHEMBL4840	P25910	Beta-lactamase type II	Bacteroides fragilis
CHEMBL2258	P25911	Tyrosine-protein kinase Lyn	Mus musculus
CHEMBL4777	P25929	Neuropeptide Y receptor type 1	Homo sapiens
CHEMBL2364188	P25940	Collagen	Homo sapiens
CHEMBL1250358	P25942	Tumor necrosis factor receptor superfamily member 5	Homo sapiens
CHEMBL6038	P25961	Parathyroid hormone receptor	Rattus norvegicus
CHEMBL4030	P25962	Beta-3 adrenergic receptor	Mus musculus
CHEMBL2111395	P25962	Beta-adrenergic receptor	Mus musculus
CHEMBL2898	P25963	NF-kappaB inhibitor alpha	Homo sapiens
CHEMBL2113	P25975	Cathepsin L	Bos taurus
CHEMBL3525	P26006	Integrin alpha-3	Homo sapiens
CHEMBL2979	P26010	Integrin beta-7	Homo sapiens
CHEMBL2095184	P26010	Integrin alpha-4/beta-7	Homo sapiens
CHEMBL2111481	P26011	Integrin alpha-4/beta-7	Mus musculus
CHEMBL6039	P26019	DNA polymerase alpha catalytic subunit	Drosophila melanogaster
CHEMBL3102687	P26040	Ezrin	Mus musculus
CHEMBL2396509	P26045	Tyrosine-protein phosphatase non-receptor type 3	Homo sapiens
